unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52052195,2021-10-02T05:33:48Z,2021-10-02T06:00:06Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11040,NEW HYDE PARK,QUEENS,40.75149351031107,-73.70354008913901
52052210,2021-10-02T04:43:27Z,2021-10-02T05:51:31Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NA,MANHATTAN,40.73363336761636,-74.00278558626394
52052218,2021-10-02T05:18:45Z,2021-10-02T06:00:31Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11040,NEW HYDE PARK,QUEENS,40.751922349497505,-73.70272970110325
52052222,2021-10-02T04:13:54Z,2021-10-02T04:49:15Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11435,JAMAICA,QUEENS,40.697618527420204,-73.80478595791983
52052230,2021-10-02T04:41:07Z,2021-10-02T05:41:45Z,NYPD,other,N/A,Closed,The Police Department visited the location and no Encampment was found.,NA,NA,QUEENS,40.733103520922796,-73.8692299843164
52052233,2021-10-02T04:45:54Z,2021-10-02T05:19:43Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.88191698583422,-73.87922572142527
52052236,2021-10-02T05:08:51Z,2021-10-02T05:29:58Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11218,BROOKLYN,BROOKLYN,40.63895873489062,-73.96685099197155
52052240,2021-10-02T05:07:26Z,2021-10-02T05:29:21Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82134794958632,-73.95205510983958
52052257,2021-10-02T04:21:57Z,2021-10-02T04:48:58Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11435,JAMAICA,QUEENS,40.697618527420204,-73.80478595791983
52052276,2021-10-02T04:27:45Z,2021-10-02T04:33:39Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11219,BROOKLYN,BROOKLYN,40.62255241661782,-73.99896975155403
52052287,2021-10-02T04:34:27Z,2021-10-02T05:49:14Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10039,NEW YORK,MANHATTAN,40.82594841870185,-73.94092289589497
52052297,2021-10-02T04:32:15Z,2021-10-02T05:53:17Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NEW YORK,MANHATTAN,40.7335894628775,-74.00226960182053
52052299,2021-10-02T05:16:59Z,2021-10-02T05:57:09Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11104,SUNNYSIDE,QUEENS,40.74224247660781,-73.91874923848634
52052308,2021-10-02T04:30:41Z,2021-10-02T04:45:58Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10027,NEW YORK,MANHATTAN,40.81208975039778,-73.95143681224211
52052323,2021-10-02T04:16:17Z,2021-10-02T05:48:23Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10460,BRONX,BRONX,40.83462587375766,-73.89626368177821
52052332,2021-10-02T04:10:42Z,2021-10-02T04:25:37Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11213,BROOKLYN,BROOKLYN,40.67859689432288,-73.94131301070075
52052354,2021-10-02T04:12:46Z,2021-10-02T04:49:21Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10029,NEW YORK,MANHATTAN,40.794993054559846,-73.93511402233219
52052382,2021-10-02T04:05:32Z,2021-10-02T04:54:55Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11213,BROOKLYN,BROOKLYN,40.676193045904036,-73.93720163221198
52052412,2021-10-02T04:13:23Z,2021-10-02T04:54:47Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10461,NA,BRONX,40.84027238581319,-73.8495214658315
52052414,2021-10-02T04:48:38Z,2021-10-02T05:49:24Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10039,NEW YORK,MANHATTAN,40.82594841870185,-73.94092289589497
52052464,2021-10-02T05:12:18Z,2021-10-02T07:28:32Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department issued a summons in response to the complaint.,11372,JACKSON HEIGHTS,QUEENS,40.75083898514715,-73.89493242838313
52052477,2021-10-02T05:17:48Z,2021-10-02T10:46:20Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11205,NA,BROOKLYN,40.69441101603334,-73.97605155957298
52052478,2021-10-02T04:28:26Z,2021-10-02T07:44:53Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department issued a summons in response to the complaint.,10472,BRONX,BRONX,40.82915598572419,-73.86478816907771
52052484,2021-10-02T05:34:15Z,2021-10-02T06:01:25Z,NYPD,illegal parking,Double Parked Blocking Vehicle,Closed,The Police Department issued a summons in response to the complaint.,10468,BRONX,BRONX,40.86110826317329,-73.90766806793525
52052485,2021-10-02T05:23:30Z,2021-10-02T10:45:54Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11205,BROOKLYN,BROOKLYN,40.69435896791687,-73.97654922655587
52052489,2021-10-02T05:09:00Z,2021-10-02T06:46:08Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,11385,RIDGEWOOD,QUEENS,40.69856878011241,-73.89302769032513
52052490,2021-10-02T05:28:01Z,2021-10-02T06:42:37Z,NYPD,noise - residential,Loud Television,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11211,BROOKLYN,BROOKLYN,40.712186581233574,-73.93978287793131
52052491,2021-10-02T05:09:32Z,2021-10-02T06:17:31Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10454,NA,BRONX,40.80293491429431,-73.91228908460891
52052492,2021-10-02T04:21:24Z,2021-10-02T06:22:35Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,10014,NEW YORK,MANHATTAN,40.7335894628775,-74.00226960182053
52052493,2021-10-02T05:01:44Z,2021-10-02T08:40:00Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10030,NEW YORK,MANHATTAN,40.81424706770146,-73.94523594163198
52052496,2021-10-02T05:46:46Z,2021-10-02T07:05:07Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11211,BROOKLYN,BROOKLYN,40.71151644156548,-73.95726337237616
52052497,2021-10-02T05:31:10Z,2021-10-02T06:06:36Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10473,BRONX,BRONX,40.80638958312318,-73.85011461556662
52052498,2021-10-02T04:30:17Z,2021-10-02T07:18:19Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10457,BRONX,BRONX,40.85154244929869,-73.90366906220092
52052508,2021-10-02T05:17:04Z,2021-10-02T09:11:47Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11203,BROOKLYN,BROOKLYN,40.64755469053078,-73.92893305793423
52052509,2021-10-02T04:06:31Z,2021-10-02T06:01:34Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.83238002415726,-73.94238431823558
52052518,2021-10-02T05:45:31Z,2021-10-02T06:29:35Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11218,BROOKLYN,BROOKLYN,40.64809386593017,-73.96858341093136
52052519,2021-10-02T04:52:38Z,2021-10-02T06:11:20Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10473,BRONX,BRONX,40.80638958312318,-73.85011461556662
52052521,2021-10-02T04:11:26Z,2021-10-02T06:58:22Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10037,NA,MANHATTAN,40.81477438457239,-73.94036923803698
52052532,2021-10-02T04:25:11Z,2021-10-02T10:51:35Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11221,BROOKLYN,BROOKLYN,40.6920450424608,-73.92500916289708
52052533,2021-10-02T05:02:04Z,2021-10-02T07:04:26Z,NYPD,non-emergency police matter,Trespassing,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11216,BROOKLYN,BROOKLYN,40.67527205842544,-73.95110021992522
52052576,2021-10-02T05:28:48Z,2021-10-02T10:47:09Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11205,BROOKLYN,BROOKLYN,40.694345527578996,-73.97798447750067
52052581,2021-10-02T04:19:42Z,2021-10-02T06:28:33Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10002,NEW YORK,MANHATTAN,40.71613509166252,-73.98946661078074
52052592,2021-10-02T05:53:28Z,2021-10-02T06:18:46Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10009,NEW YORK,MANHATTAN,40.723026248769656,-73.98194707873014
52052594,2021-10-02T05:11:47Z,2021-10-02T06:21:56Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NEW YORK,MANHATTAN,40.735590373928424,-74.00290835294143
52052601,2021-10-02T05:55:32Z,2021-10-02T07:44:07Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10464,BRONX,BRONX,40.855657691715756,-73.79048425975742
52052602,2021-10-02T05:54:51Z,2021-10-02T06:49:49Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.875429869515685,-73.88051032638849
52052607,2021-10-02T05:05:30Z,NA,TLC,for hire vehicle complaint,Driver Complaint - Non Passenger,In Progress,NA,10001,NEW YORK,MANHATTAN,40.752097298580004,-74.00299930542893
52052610,2021-10-02T04:37:04Z,NA,DOT,sidewalk condition,Broken Sidewalk,In Progress,NA,11377,WOODSIDE,QUEENS,40.756287271902146,-73.9111954683918
52052620,2021-10-02T05:52:06Z,2021-10-02T07:15:59Z,NYPD,illegal parking,Double Parked Blocking Traffic,Closed,The Police Department issued a summons in response to the complaint.,10453,BRONX,BRONX,40.85621072490226,-73.90311283228728
52052637,2021-10-02T04:29:50Z,2021-10-02T07:28:04Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11221,BROOKLYN,BROOKLYN,40.69099549532093,-73.91940306557305
52052638,2021-10-02T04:04:55Z,2021-10-02T12:09:15Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10451,BRONX,BRONX,40.825374364858625,-73.91784558881021
52052639,2021-10-02T04:56:01Z,2021-10-02T06:19:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10472,BRONX,BRONX,40.83262456596203,-73.86890067543244
52052640,2021-10-02T05:09:25Z,2021-10-02T08:30:08Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11217,BROOKLYN,BROOKLYN,40.686981357676174,-73.97823209973987
52052647,2021-10-02T05:12:54Z,2021-10-02T09:22:50Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10030,NEW YORK,MANHATTAN,40.81577092076295,-73.94076213231321
52052735,2021-10-02T05:01:28Z,NA,DOT,street condition,Pothole,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,11105,Astoria,QUEENS,40.773252428074706,-73.9042155635691
52053000,2021-10-02T05:42:00Z,2021-10-02T05:57:08Z,DHS,homeless person assistance,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,10019,NEW YORK,MANHATTAN,40.760604881971254,-73.98361180988199
52053012,2021-10-02T05:17:48Z,NA,DHS,homeless person assistance,NA,Assigned,The Department of Homeless Services has sent a mobile outreach response team to the location.,NA,NA,MANHATTAN,40.76827067961439,-73.98183373020223
52053014,2021-10-02T04:44:22Z,NA,DHS,homeless person assistance,NA,Assigned,The Department of Homeless Services has sent a mobile outreach response team to the location.,NA,NA,QUEENS,40.74897044329244,-73.93724491046957
52053085,2021-10-02T05:58:35Z,2021-10-02T06:02:53Z,DHS,homeless person assistance,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,10019,NEW YORK,MANHATTAN,40.76048700072035,-73.98464783057973
52053089,2021-10-02T04:51:44Z,2021-10-02T05:11:14Z,NYPD,other,Underage - Licensed Est,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10003,NEW YORK,MANHATTAN,40.732957384067255,-73.98636086878214
52053105,2021-10-02T04:06:29Z,2021-10-02T05:00:14Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10465,NA,BRONX,40.844698077201365,-73.82508599518363
52053106,2021-10-02T04:59:56Z,2021-10-02T05:46:49Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department issued a summons in response to the complaint.,10001,NEW YORK,MANHATTAN,40.751949091820414,-74.0026058889311
52053145,2021-10-02T05:26:46Z,2021-10-02T05:53:25Z,NYPD,illegal parking,Commercial Overnight Parking,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11231,BROOKLYN,BROOKLYN,40.67855415511806,-74.00389011034252
52053154,2021-10-02T15:23:08Z,NA,DSNY,other,Raccoon,In Progress,The Department of Sanitation investigated this complaint and found no condition at the location.,11218,BROOKLYN,BROOKLYN,40.646564084480886,-73.97610116543979
52053158,2021-10-02T05:06:51Z,2021-10-02T05:59:23Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department responded to the complaint and took action to fix the condition.,11217,BROOKLYN,BROOKLYN,40.68371035888185,-73.98276897596334
52053174,2021-10-02T05:08:16Z,2021-10-02T05:38:28Z,NYPD,blocked driveway,No Access,Closed,The Police Department issued a summons in response to the complaint.,11228,BROOKLYN,BROOKLYN,40.617770723284565,-74.00788840025555
52053199,2021-10-02T04:45:00Z,2021-10-02T06:20:00Z,DOT,traffic signal condition,Controller,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,10002,NEW YORK,MANHATTAN,40.7142086358279,-73.99484167424541
52053307,2021-10-02T04:00:06Z,2021-10-02T05:14:29Z,NYPD,noise - commercial,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11372,JACKSON HEIGHTS,QUEENS,40.755382236845925,-73.88696641781155
52053308,2021-10-02T04:40:12Z,2021-10-02T04:51:29Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11432,JAMAICA,QUEENS,40.71720288390533,-73.80341911349899
52053349,2021-10-02T04:33:18Z,2021-10-02T05:46:33Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department issued a summons in response to the complaint.,11218,BROOKLYN,BROOKLYN,40.63741502026353,-73.9729661683084
52053364,2021-10-02T04:33:40Z,2021-10-02T04:38:43Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,11235,BROOKLYN,BROOKLYN,40.58339091448294,-73.93575162825485
52053385,2021-10-02T04:47:51Z,2021-10-02T05:27:23Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10021,NEW YORK,MANHATTAN,40.76570600686998,-73.95704809976088
52053386,2021-10-02T05:08:28Z,NA,DOHMH,other,Smoking Violation,In Progress,NA,11217,BROOKLYN,BROOKLYN,40.681148530162076,-73.9772641423164
52053436,2021-10-02T04:55:41Z,2021-10-02T05:33:37Z,NYPD,noise - residential,Loud Television,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11209,BROOKLYN,BROOKLYN,40.615249677663485,-74.03159203059393
52053461,2021-10-02T05:02:41Z,2021-10-02T05:49:47Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10039,NEW YORK,MANHATTAN,40.82594841870185,-73.94092289589497
52053476,2021-10-02T05:29:21Z,2021-10-02T05:31:47Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10001,NA,MANHATTAN,NA,NA
52053487,2021-10-02T04:30:00Z,2021-10-02T04:42:02Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10017,NEW YORK,MANHATTAN,40.75405004206811,-73.96852622070752
52053530,2021-10-02T05:09:39Z,2021-10-02T05:10:30Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10017,NEW YORK,MANHATTAN,40.75405004206811,-73.96852622070752
52053531,2021-10-02T04:50:25Z,NA,DOHMH,rodent,Signs of Rodents,In Progress,NA,10451,BRONX,BRONX,40.82372728574035,-73.91015159279151
52053541,2021-10-02T05:27:17Z,2021-10-02T05:50:41Z,NYPD,noise - park,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10035,NEW YORK,MANHATTAN,40.79665494538755,-73.92382948464403
52053545,2021-10-02T05:27:05Z,2021-10-02T05:49:46Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10027,NEW YORK,MANHATTAN,40.81775838576936,-73.96070682060964
52053547,2021-10-02T05:13:19Z,2021-10-02T05:34:13Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10037,NA,MANHATTAN,40.810175405186904,-73.93740755930494
52053548,2021-10-02T04:29:58Z,2021-10-02T05:44:05Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11211,BROOKLYN,BROOKLYN,40.7113186368982,-73.95677654544475
52053553,2021-10-02T04:27:48Z,2021-10-02T05:14:23Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department reviewed your complaint and provided additional information below.,11212,BROOKLYN,BROOKLYN,40.66029502968996,-73.91919146106655
52053565,2021-10-02T04:36:23Z,2021-10-02T05:52:03Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NEW YORK,MANHATTAN,40.733457700506506,-74.00290104333156
52053566,2021-10-02T04:03:34Z,2021-10-02T05:52:16Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10451,BRONX,BRONX,40.81995716599676,-73.91160547793774
52053567,2021-10-02T04:20:25Z,2021-10-02T04:47:44Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11213,BROOKLYN,BROOKLYN,40.67847887459671,-73.94132393042564
52053577,2021-10-02T04:52:19Z,2021-10-02T05:13:19Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10465,BRONX,BRONX,40.81151854515504,-73.83534599955779
52053580,2021-10-02T04:09:01Z,2021-10-02T05:29:58Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10452,BRONX,BRONX,40.83145067876151,-73.929556920952
52053586,2021-10-02T05:56:57Z,2021-10-03T06:00:16Z,DOHMH,other,Customer Proof of Vaccination Not Checked,Closed,Thank you for your report. It will help the City ensure that the vaccine mandate is being enforced safely.,11209,BROOKLYN,BROOKLYN,40.63131316418602,-74.02784197652684
52053590,2021-10-02T04:29:41Z,2021-10-02T05:54:57Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NEW YORK,MANHATTAN,40.73248568650513,-74.00968804444769
52053593,2021-10-02T04:20:31Z,2021-10-02T04:37:24Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11226,BROOKLYN,BROOKLYN,40.654468306915255,-73.96291133141843
52053601,2021-10-02T04:41:06Z,2021-10-02T04:50:11Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,11233,NA,BROOKLYN,40.68213993192516,-73.91431921431605
52053603,2021-10-02T04:15:24Z,2021-10-02T05:20:12Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10452,NA,BRONX,40.83852169301429,-73.92618483483204
52053604,2021-10-02T04:19:30Z,2021-10-02T04:49:03Z,DHS,homeless person assistance,NA,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",10169,NEW YORK,MANHATTAN,40.75450745921105,-73.97595054706579
52053606,2021-10-02T04:27:06Z,2021-10-02T04:45:14Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11225,BROOKLYN,BROOKLYN,40.66872122372023,-73.95337962696938
52053630,2021-10-02T04:01:21Z,2021-10-02T04:57:23Z,NYPD,noise - commercial,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11101,LONG ISLAND CITY,QUEENS,40.74459429185724,-73.95228718021693
52053640,2021-10-02T04:53:45Z,2021-10-02T05:15:39Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10037,NEW YORK,MANHATTAN,40.81005996764031,-73.93711506212034
52053641,2021-10-02T05:11:59Z,2021-10-02T05:35:13Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11224,BROOKLYN,BROOKLYN,40.57769840144842,-73.98279992540631
52053655,2021-10-02T04:31:55Z,2021-10-02T04:59:56Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11212,BROOKLYN,BROOKLYN,40.66528485340333,-73.90135717847429
52053658,2021-10-02T05:05:23Z,2021-10-02T05:12:30Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10465,BRONX,BRONX,40.81151854515504,-73.83534599955779
52053669,2021-10-02T05:16:56Z,2021-10-02T05:46:47Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11224,BROOKLYN,BROOKLYN,40.577668207535986,-73.98279273348865
52053673,2021-10-02T04:57:19Z,2021-10-02T05:21:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11432,JAMAICA,QUEENS,40.70514052646012,-73.80394880749206
52053677,2021-10-02T04:14:13Z,2021-10-02T04:39:46Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10065,NEW YORK,MANHATTAN,40.76430114364864,-73.96668392002103
52053679,2021-10-02T04:26:01Z,2021-10-02T04:48:10Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11213,BROOKLYN,BROOKLYN,40.67847887459671,-73.94132393042564
52053680,2021-10-02T04:52:30Z,2021-10-02T05:12:52Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10465,BRONX,BRONX,40.82589353395679,-73.8398631634808
52053688,2021-10-02T05:08:27Z,2021-10-02T05:57:13Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10459,BRONX,BRONX,40.83072227141745,-73.89865470431104
52053689,2021-10-02T05:06:14Z,2021-10-02T05:09:14Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10017,NEW YORK,MANHATTAN,40.75405004206811,-73.96852622070752
52053691,2021-10-02T05:03:12Z,2021-10-02T05:29:00Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82853166118077,-73.94756206694153
52053695,2021-10-02T05:16:25Z,2021-10-02T05:29:46Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82141388579087,-73.95220680970206
52053697,2021-10-02T05:31:05Z,2021-10-02T05:34:26Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10465,BRONX,BRONX,40.82589353395679,-73.8398631634808
52053708,2021-10-02T05:24:48Z,2021-10-02T05:51:33Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10035,NEW YORK,MANHATTAN,40.79097129510154,-73.92487606521345
52053709,2021-10-02T05:16:57Z,2021-10-02T05:29:58Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82141388579087,-73.95220680970206
52053731,2021-10-02T04:30:37Z,2021-10-02T05:12:07Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10308,STATEN ISLAND,STATEN ISLAND,40.55780653179733,-74.1410720941887
52053747,2021-10-02T04:06:41Z,2021-10-02T05:09:27Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11413,SPRINGFIELD GARDENS,QUEENS,40.675363269498085,-73.74798736071763
52053748,2021-10-02T04:53:55Z,2021-10-02T05:23:32Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10002,NEW YORK,MANHATTAN,40.71757069164552,-73.9905053159014
52053754,2021-10-02T04:30:53Z,2021-10-02T05:49:04Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10039,NEW YORK,MANHATTAN,40.82594841870185,-73.94092289589497
52053757,2021-10-02T05:17:33Z,2021-10-02T05:31:32Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10033,NEW YORK,MANHATTAN,40.84637632367179,-73.93404825809533
